-3.459107637405395508e+00,1.645859122276306152e+00,2.761168479919433594e-01,2.239350415766239166e-02,2.238715887069702148e-01,1.447355002164840698e-01,8.090823888778686523e-02,9.953334182500839233e-02,2.579078376293182373e-01,8.772877603769302368e-02,5.017393454909324646e-02,1.525772958993911743e-01,1.749880164861679077e-01,9.405157715082168579e-02,1.482621431350708008e-01,2.355220794677734375e+00,2.662456035614013672e+00,-2.396206855773925781e-01,-6.057885289192199707e-01,-6.887968778610229492e-01,-6.287474036216735840e-01,-6.017984747886657715e-01,-4.763648211956024170e-01,-3.054437935352325439e-01,-1.360405236482620239e-01,-3.133693635463714600e-01,-3.182713389396667480e-01,-1.932529509067535400e-01,-2.217244356870651245e-01,-2.884574532508850098e-01,0.000000000000000000e+00
-3.172092199325561523e+00,2.143185138702392578e+00,-2.864789366722106934e-01,9.436345100402832031e-02,1.833176910877227783e-01,1.158577278256416321e-01,6.282268464565277100e-02,8.690989762544631958e-02,2.427811771631240845e-01,2.063714899122714996e-02,-5.229385942220687866e-02,2.397041022777557373e-01,1.901878863573074341e-01,-5.846848338842391968e-02,1.895661503076553345e-01,2.945329427719116211e+00,2.068516492843627930e+00,-2.818928956985473633e-01,-2.965124845504760742e-01,-4.597536027431488037e-01,-5.156561136245727539e-01,-4.401619136333465576e-01,-5.690743923187255859e-01,-4.093269705772399902e-01,-3.337860405445098877e-01,-4.291970431804656982e-01,-3.686986565589904785e-01,-2.393403053283691406e-01,-2.972448468208312988e-01,-3.732012808322906494e-01,0.000000000000000000e+00
-3.438097715377807617e+00,1.705144882202148438e+00,-1.291034277528524399e-03,1.253132522106170654e-01,2.009091228246688843e-01,1.717116236686706543e-01,1.036409139633178711e-01,1.370247453451156616e-01,2.165001034736633301e-01,1.191109046339988708e-01,6.262450665235519409e-02,1.267847269773483276e-01,1.815866082906723022e-01,1.678726673126220703e-01,1.211649030447006226e-01,2.717486858367919922e+00,2.333814382553100586e+00,-4.331350922584533691e-01,-3.267789781093597412e-01,-3.957843780517578125e-01,-5.439673662185668945e-01,-5.375722646713256836e-01,-6.399498581886291504e-01,-4.161454141139984131e-01,-1.691154986619949341e-01,-4.318402707576751709e-01,-2.949941456317901611e-01,-2.797666788101196289e-01,-2.964452803134918213e-01,-2.858060300350189209e-01,0.000000000000000000e+00
-3.269948482513427734e+00,2.009369134902954102e+00,5.664666742086410522e-02,1.130402926355600357e-02,1.396937072277069092e-01,1.342021375894546509e-01,8.429434895515441895e-02,1.479295343160629272e-01,2.529206573963165283e-01,-4.622619599103927612e-03,-1.178030371665954590e-01,2.212439775466918945e-01,2.647482454776763916e-01,1.679438725113868713e-02,5.322746187448501587e-02,2.956073760986328125e+00,2.031577110290527344e+00,-2.880349159240722656e-01,-3.699038624763488770e-01,-6.140108108520507812e-01,-5.494222044944763184e-01,-5.417569875717163086e-01,-4.959271550178527832e-01,-4.217209517955780029e-01,-2.647932469844818115e-01,-3.791905939579010010e-01,-2.403386831283569336e-01,-1.734391599893569946e-01,-2.700434625148773193e-01,-3.790685534477233887e-01,0.000000000000000000e+00
-3.227099657058715820e+00,2.078868150711059570e+00,-1.452154070138931274e-01,3.872202709317207336e-02,2.931225001811981201e-01,7.622612267732620239e-02,1.706584915518760681e-02,1.199895292520523071e-01,2.633799314498901367e-01,-1.748026534914970398e-02,3.630097210407257080e-02,1.892104744911193848e-01,1.179488301277160645e-01,4.957107454538345337e-02,1.093896850943565369e-01,2.455333471298217773e+00,2.598842144012451172e+00,-2.724553644657135010e-01,-7.421780228614807129e-01,-4.467283487319946289e-01,-3.707962334156036377e-01,-4.781464934349060059e-01,-5.367568731307983398e-01,-3.740690648555755615e-01,-2.321099787950515747e-01,-4.024301171302795410e-01,-4.018131196498870850e-01,-2.089661508798599243e-01,-2.442385256290435791e-01,-3.434874117374420166e-01,0.000000000000000000e+00
-3.347441673278808594e+00,1.871078014373779297e+00,1.993262320756912231e-01,3.748215734958648682e-02,2.271288186311721802e-01,1.056811362504959106e-01,5.042448639869689941e-02,8.174814283847808838e-02,2.060629874467849731e-01,1.517960149794816971e-02,3.025223501026630402e-03,2.460088282823562622e-01,1.285708099603652954e-01,-6.278937309980392456e-02,2.385146468877792358e-01,2.752401351928710938e+00,2.300041437149047852e+00,-2.879273891448974609e-01,-4.596688449382781982e-01,-4.585095345973968506e-01,-5.234041213989257812e-01,-5.404462814331054688e-01,-5.485269427299499512e-01,-4.211854040622711182e-01,-2.232745736837387085e-01,-3.869293034076690674e-01,-2.670298516750335693e-01,-1.889517903327941895e-01,-3.668498694896697998e-01,-3.797392845153808594e-01,0.000000000000000000e+00
-3.359593152999877930e+00,1.833700180053710938e+00,2.886004447937011719e-01,1.578909717500209808e-02,1.034286916255950928e-01,1.352599114179611206e-01,1.169617325067520142e-01,1.972005367279052734e-01,2.783613204956054688e-01,6.935873627662658691e-02,-1.161060854792594910e-01,5.566087365150451660e-02,2.238101363182067871e-01,1.887751072645187378e-01,-3.120725974440574646e-02,2.798778057098388672e+00,2.210718154907226562e+00,-3.197075128555297852e-01,-5.722119212150573730e-01,-6.967719793319702148e-01,-5.621129870414733887e-01,-4.923056662082672119e-01,-4.883248209953308105e-01,-4.243977069854736328e-01,-2.594285309314727783e-01,-3.428533673286437988e-01,-2.977609038352966309e-01,-1.331883072853088379e-01,-1.474079042673110962e-01,-2.730250656604766846e-01,0.000000000000000000e+00
-3.429333686828613281e+00,1.693669676780700684e+00,2.519553005695343018e-01,6.581377983093261719e-02,3.022287189960479736e-01,9.254518151283264160e-02,-4.164388775825500488e-02,1.395944505929946899e-01,2.623858153820037842e-01,6.607003509998321533e-02,-8.667243644595146179e-03,1.571287959814071655e-01,1.966632008552551270e-01,4.238418489694595337e-02,2.092054039239883423e-01,2.670469999313354492e+00,2.384451389312744141e+00,-2.304057627916336060e-01,-4.422286748886108398e-01,-4.321557283401489258e-01,-5.493693351745605469e-01,-6.784259676933288574e-01,-5.298372507095336914e-01,-3.679355978965759277e-01,-2.491285800933837891e-01,-3.437051475048065186e-01,-2.976685166358947754e-01,-2.426627725362777710e-01,-3.090027272701263428e-01,-3.823957443237304688e-01,0.000000000000000000e+00
-2.519240617752075195e+00,2.616782426834106445e+00,-1.233504056930541992e+00,2.380323261022567749e-01,2.178510576486587524e-01,3.483114391565322876e-02,3.708938136696815491e-02,1.513297408819198608e-01,1.188672482967376709e-01,-1.235328242182731628e-01,-5.783893167972564697e-03,2.821101844310760498e-01,-1.277012168429791927e-03,-2.582295611500740051e-02,2.122679054737091064e-01,3.192997455596923828e+00,1.684951066970825195e+00,-5.584412217140197754e-01,-5.102649927139282227e-01,-3.949780464172363281e-01,-2.919267117977142334e-01,-3.929476737976074219e-01,-3.370009064674377441e-01,-3.630775809288024902e-01,-3.001455366611480713e-01,-3.587570786476135254e-01,-2.464564889669418335e-01,-1.908505856990814209e-01,-4.425742924213409424e-01,-4.905279874801635742e-01,0.000000000000000000e+00
-2.881445646286010742e+00,2.441681623458862305e+00,-6.572857499122619629e-01,2.754408307373523712e-02,2.975665330886840820e-01,9.884025156497955322e-02,-3.547040745615959167e-02,2.242423593997955322e-02,2.334483563899993896e-01,8.428700268268585205e-02,-7.992516458034515381e-02,1.963026523590087891e-01,1.244405135512351990e-01,-1.265366524457931519e-01,2.541282176971435547e-01,2.933843612670898438e+00,2.088557004928588867e+00,-3.315369784832000732e-01,-5.344719290733337402e-01,-4.028055369853973389e-01,-4.507943689823150635e-01,-3.733664155006408691e-01,-5.252256393432617188e-01,-3.200254142284393311e-01,-2.048841565847396851e-01,-4.048897624015808105e-01,-3.616961836814880371e-01,-3.996185362339019775e-01,-3.332105875015258789e-01,-3.798747062683105469e-01,0.000000000000000000e+00
